 time, distance, cadence, velocity_smooth, altitude, grade_smooth
10446, 123590.9,      92,            6.56,    106.2,          9.3
10447, 123597.4,      92,            6.48,    106.8,         10.1
10448, 123603.9,      90,            6.46,    107.6,         11.6
10449, 123610.3,      90,            6.44,    108.4,         11.9
10450, 123616.7,      85,            6.44,    109.2,         11.5
10451, 123622.7,      82,            6.36,    109.8,         11.2
10452, 123628.2,      92,            6.16,    110.4,           11
10453, 123633.5,      90,            5.92,      111,         10.5
10454, 123638.6,      94,            5.66,    111.6,         10.7
10455, 123643.6,      95,            5.38,      112,          9.9
10456, 123648.7,      95,             5.2,    112.6,           10
10457, 123653.8,      90,            5.12,      113,           10
10458, 123658.7,      88,            5.04,    113.6,         10.1
10459, 123663.7,     122,            5.02,      114,         11.1
10460, 123668.6,     123,               5,    114.6,         10.9
10461, 123673.6,     119,            4.98,    115.2,         11.8
10462, 123678.8,     109,               5,    115.8,         12.3
10463,   123684,     108,            5.06,    116.4,         11.5
10464, 123688.1,     107,            4.88,      117,         11.8
10465, 123692.8,      97,            4.84,    117.4,         12.2
10466, 123697.5,      96,            4.78,      118,         11.7
10467, 123702.1,      95,            4.66,    118.6,         12.8
10468, 123706.9,      93,            4.58,    119.2,         12.9
10469, 123711.5,      93,            4.68,    119.8,         11.6
10470, 123716.1,      96,            4.66,    120.4,         10.4
10471, 123721.1,      96,            4.72,    120.8,         10.7
10472, 123726.2,      96,            4.82,    121.2,         10.6
10473, 123730.2,      97,            4.66,    121.8,         21.2
10474,   123735,      95,             4.7,    122.4,         27.5
10475,   123740,      95,            4.78,    124.8,         30.4
10476, 123745.1,      96,             4.8,    126.4,         32.6
10477, 123749.3,      95,            4.62,    127.6,         25.9
10478,   123754,      94,            4.76,    128.6,         23.6
10479, 123758.5,      92,             4.7,    129.6,           21
10480, 123762.9,      90,            4.58,    130.6,         19.1
10481, 123767.4,      90,            4.46,    131.4,         18.3
10482, 123771.8,      88,             4.5,      132,         17.5
10483,   123776,      85,             4.4,    132.8,         17.8
10484,   123780,      86,             4.3,    133.6,         17.8
10485, 123784.3,      86,            4.28,    134.4,           17
10486, 123788.7,      86,            4.26,      135,         15.2
10487, 123792.5,      86,            4.14,    135.6,         13.1
10488, 123797.1,      86,            4.22,    136.2,         15.1
10489, 123801.1,      86,            4.22,    136.6,         14.8
10490, 123804.6,      84,            4.06,    137.4,         15.3
10491, 123808.7,      83,               4,      138,         16.5
10492, 123812.8,      81,            4.06,    138.6,         13.3
10493, 123816.9,      87,            3.96,    139.2,         13.2
10494, 123821.2,      91,            4.02,    139.6,         13.6
10495, 123825.4,      90,            4.16,    140.2,         13.3
10496,   123829,      90,            4.06,    140.8,         14.8
10497, 123833.5,      92,            4.14,    141.4,         15.3
10498, 123837.4,      91,             4.1,      142,         15.4
10499, 123841.1,      91,            3.98,    142.6,         15.9
10500, 123844.6,      93,            3.84,    143.2,         15.8
10501, 123848.6,      89,            3.92,    143.8,         16.8
10502, 123852.6,      89,            3.82,    144.4,         16.4
10503, 123856.6,      91,            3.84,    145.2,         16.4
10504, 123860.5,      92,            3.88,    145.8,         16.2
10505, 123864.5,      93,            3.98,    146.4,           15
10506, 123868.6,      95,               4,      147,         13.3
10507, 123872.6,      94,               4,    147.6,         11.9
10508,   123877,      94,            4.08,      148,         12.3
10509, 123881.3,      94,            4.16,    148.4,         11.9
10510, 123884.9,      92,            4.08,      149,         11.6
10511, 123889.4,      86,            4.16,    149.6,           13
10512, 123894.3,      85,            4.34,      150,           13
10513, 123898.2,      86,            4.24,    150.6,         13.2
10514, 123901.8,      85,             4.1,    151.2,         14.9
10515, 123906.1,      88,            4.24,    151.8,         12.9
10516, 123910.4,      88,             4.2,    152.4,         11.1
10517, 123915.2,      88,            4.18,    152.8,         11.4
10518, 123919.8,      90,            4.32,    153.2,            9
10519, 123923.6,      91,            4.36,    153.8,          9.1
10520, 123928.1,      91,             4.4,      154,         10.3
10521, 123932.7,      93,            4.46,    154.4,          9.8
10522, 123937.3,      93,            4.42,      155,         10.8
10523, 123941.9,      83,            4.42,    155.6,         11.7
10524, 123946.7,      87,            4.62,      156,         11.5
10525, 123951.5,      88,            4.68,    156.6,           10
10526, 123956.4,      88,            4.74,    157.2,         11.1
10527, 123961.9,      89,            4.92,    157.6,         11.2
10528, 123966.6,      90,            4.94,    158.2,         10.9
10529, 123971.2,      90,             4.9,    158.8,         12.7
10530, 123976.5,      88,               5,    159.4,         11.6
10531, 123980.8,      88,            4.88,      160,         11.4
10532, 123985.6,      89,            4.74,    160.4,         11.7
10533, 123990.5,      89,            4.78,      161,         10.2
10534, 123995.3,      90,            4.82,    161.6,         10.8
10535, 124000.4,      91,            4.78,      162,         11.1
10536, 124005.9,      91,            5.02,    162.6,          9.7
10537, 124010.4,      93,            4.96,    163.2,          9.5
10538, 124015.9,      82,            5.08,    163.6,          9.9
10539, 124021.5,      83,            5.24,      164,          9.5
10540, 124026.1,      84,            5.14,    164.6,          9.4
10541, 124031.5,      86,            5.12,    165.2,         10.4
10542, 124037.1,      87,            5.34,    165.6,            9
10543, 124042.6,      90,            5.34,    166.2,            8
10544, 124048.3,      83,            5.36,    166.6,          7.9
10545, 124054.1,      85,             5.6,      167,          6.8
10546,   124060,      87,             5.7,    167.4,          6.7
10547, 124066.2,      86,            5.82,    167.8,          7.4
10548, 124072.3,      87,            5.94,    168.2,          8.2
10549, 124078.5,      86,            6.04,    168.8,          8.3
10550, 124084.5,      86,            6.08,    169.4,          8.4
10551, 124090.3,      86,            6.06,    169.8,          7.6
10552, 124096.2,      86,               6,    170.2,          7.6
10553, 124102.1,      87,            5.96,    170.6,          7.4
10554, 124108.2,      86,            5.94,    171.2,          7.1
10555, 124114.6,      87,            6.02,    171.6,            8
10556, 124121.5,      87,            6.24,      172,          7.3
10557, 124127.2,      87,             6.2,    172.6,          8.1
10558, 124132.8,      88,            6.14,      173,          9.6
10559, 124139.2,      87,             6.2,    173.6,          8.7
10560, 124144.3,      86,            5.94,    174.2,          8.5
10561, 124150.3,      85,            5.76,    174.6,          7.9
10562, 124156.2,      85,             5.8,      175,          7.6
10563,   124162,      85,            5.84,    175.4,          8.3
10564, 124167.9,      84,            5.74,      176,          8.1
10565, 124174.4,      85,            6.02,    176.6,          8.1
10566,   124181,      86,            6.14,      177,          7.1
10567, 124186.7,      87,             6.1,    177.4,          6.7
10568, 124193.1,      86,            6.22,    177.8,          6.9
10569, 124198.3,      86,            6.08,    178.2,          6.8
10570, 124204.3,      87,            5.98,    178.6,          7.8
10571, 124210.4,      88,            5.88,      179,          7.3
10572, 124216.3,      88,            5.92,    179.6,          7.1
10573, 124222.8,      91,            5.94,      180,          7.1
10574, 124229.8,      91,             6.3,    180.4,          5.4
10575, 124235.9,      93,            6.32,    180.8,          5.3
10576,   124242,      94,            6.32,      181,          4.6
10577, 124249.4,      96,            6.62,    181.4,          4.7
10578, 124255.8,      98,             6.6,    181.6,          5.3
10579, 124261.6,      99,            6.36,      182,          5.4
10580, 124268.4,      98,             6.5,    182.4,          5.2
10581, 124275.3,      98,            6.66,    182.8,          4.8
10582, 124282.7,     101,            6.66,      183,          4.8
10583, 124290.7,      94,            6.98,    183.4,          4.2
10584, 124297.5,      92,            7.18,    183.8,          4.2
10585,   124304,      94,            7.12,      184,          4.2
10586, 124311.6,      89,            7.26,    184.2,          3.4
10587, 124319.2,      87,             7.3,    184.6,          3.2
10588,   124327,      90,            7.26,    184.8,            5
10589, 124335.1,      91,            7.52,      185,          5.5
10590, 124343.3,      90,            7.86,    185.8,          7.3
10591, 124351.7,      91,            8.02,    186.4,          7.9
10592, 124359.9,      93,            8.14,    187.2,          7.1
10593, 124368.2,      94,            8.24,    187.6,            7
10594, 124376.9,      95,            8.36,    188.2,          6.2
10595, 124385.8,      98,             8.5,    188.8,          6.6
10596, 124395.2,      99,             8.7,    189.4,          6.1
10597, 124404.8,      93,            8.98,      190,          5.4
10598, 124412.8,      94,            8.92,    190.4,          4.2
10599, 124422.8,      94,            9.18,    190.8,          3.8
10600, 124433.2,      95,            9.48,      191,          3.3
10601, 124441.7,      96,             9.3,    191.4,          3.3
10602, 124449.7,      95,            8.98,    191.6,          3.4
10603, 124458.9,      95,            9.22,      192,          3.4
10604, 124468.2,      94,            9.08,    192.2,          3.3
10605, 124477.1,      94,            8.78,    192.6,          2.8
10606,   124486,      95,            8.86,    192.8,          3.3
